Designator,Val,Mid X,Mid Y,Rotation,Layer
C79,10nF,55.245000,-59.436000,180.000000,top
C80,10nF,47.244000,-50.419000,90.000000,top
C82,10nF,60.071000,-58.801000,0.000000,top
D1,BAV70,95.186500,-80.200500,0,top
D2,PESD1CAN-UX,85.700000,-85.500000,90,top
D7,B5819W,54.483000,-108.458000,90.000000,top
D13,SRV05-4,65.252600,-50.495200,180,top
D14,LED-GREEN,63.271400,-104.546400,180.000000,top
D16,SRV05-4,60.833000,-112.268000,180,top
D17,B5819W,55.753000,-104.902000,0.000000,top
D19,LED-RED,25.400000,-86.309200,180.000000,top
D21,LED-RED,38.650000,-97.050000,0.000000,top
D22,LED-GREEN,38.633500,-98.950000,0.000000,top
D23,LED-BLUE,38.633500,-95.150000,0.000000,top
D27,LED-YELLOW,38.633500,-93.250000,0.000000,top
D28,LED-RED,64.400000,-74.400000,0.000000,top
D29,LED-RED,56.900000,-73.000000,180.000000,top
D30,1N4148WS,94.600000,-55.350000,270.000000,top
D31,LED-RED,94.600000,-52.150000,270.000000,top
D32,1N4148WS,97.100000,-55.300000,270.000000,top
D33,LED-RED,97.600000,-52.200000,270.000000,top
D34,1N4148WS,24.050000,-47.050000,270.000000,top
D35,LED-RED,26.250000,-35.150000,270.000000,top
D36,SS54,96.000000,-87.250000,90.000000,top
D37,SS54,91.789200,-87.250000,90.000000,top
D38,SRV05-4,54.991000,-50.419000,180,top
D39,SRV05-4,60.388500,-50.495200,0,top
D40,SRV05-4,49.951640,-50.444400,0,top
D41,SM15T33C,76.835000,-98.425000,270.000000,top
D42,BAV70,67.300000,-92.300000,90,top
D43,1N4148WS,90.400000,-50.150000,90.000000,top
FB1,FILTER,63.754000,-94.234000,180.000000,top
FID1,Fiducial,28.194000,-27.736800,0.000000,top
FID2,Fiducial,42.799000,-94.488000,0.000000,top
FID3,Fiducial,91.567000,-60.325000,0.000000,top
FID4,Fiducial,81.407000,-105.867200,0.000000,top
J1,USB_B_Micro,60.934600,-107.721400,180.000000,top
J2,Conn_02x05_Odd_Even,46.151800,-108.966000,270.000000,top
J4,Conn_02x05_Counter_Clockwise,35.763200,-75.971400,90.000000,top
Q1,IPD30N06S2L-23,92.456000,-96.520000,0.000000,top
R1,10K,40.081200,-55.321200,90.000000,top
R2,0R DNP,75.100000,-81.300000,270.000000,top
R3,10K,73.378087,-59.738287,135.000000,top
R4,10K,73.800000,-76.712500,90.000000,top
R5,6.8K,62.400000,-67.400000,90.000000,top
R6,10K,89.027000,-79.883000,90.000000,top
R7,DNP,70.739000,-38.735000,90.000000,top
R8,0R,85.100000,-79.900000,90.000000,top
R9,4.7K,70.612000,-50.292000,0.000000,top
R10,1k,90.600000,-54.100000,270.000000,top
R11,DNP,53.594000,-45.008800,0.000000,top
R12,10K,69.850000,-48.000000,270.000000,top
R13,10K,71.374000,-48.000000,270.000000,top
R14,2.7k,61.112400,-41.275000,0.000000,top
R15,15k,74.400000,-39.400000,0.000000,top
R16,10K,38.582600,-55.321200,270.000000,top
R17,DNP,74.200000,-42.500000,0.000000,top
R18,DNP,74.200000,-44.000000,0.000000,top
R19,DNP,77.500000,-40.900000,180.000000,top
R20,2.7k,90.512900,-79.883000,270.000000,top
R22,120,85.800000,-82.800000,0.000000,top
R23,2.7k,61.163200,-45.415200,0.000000,top
R24,470K,65.405000,-33.401000,180.000000,top
R25,2.7k,54.317900,-43.789600,180.000000,top
R26,6.8K,60.900000,-67.400000,90.000000,top
R27,2.7k,54.305200,-42.316400,180.000000,top
R28,2.2k,56.887501,-74.500000,0.000000,top
R29,1k,61.300000,-74.400000,180.000000,top
R30,0R,69.900800,-70.408800,270.000000,top
R31,470K,63.500000,-30.861000,0.000000,top
R32,6.8K,59.400000,-67.400000,90.000000,top
R34,470K,63.195200,-35.814000,180.000000,top
R35,6.8K,57.900000,-67.400000,90.000000,top
R36,1k,94.600000,-49.100000,90.000000,top
R37,470K,62.738000,-33.401000,180.000000,top
R38,10K,62.400000,-70.400000,90.000000,top
R39,10K,60.900000,-70.400000,90.000000,top
R40,DNP,53.594000,-41.097200,0.000000,top
R41,470K,58.216800,-35.839400,0.000000,top
R42,4.7K,39.573200,-40.894000,0.000000,top
R43,10K,37.211000,-109.855000,180.000000,top
R44,10K,59.400000,-70.400000,90.000000,top
R45,10K,43.304500,-89.281800,180.000000,top
R46,10K,57.900000,-70.400000,90.000000,top
R47,100K,57.277000,-111.887000,270.000000,top
R48,2.2k,65.786000,-105.079800,270.000000,top
R49,1k,97.600000,-49.100000,90.000000,top
R50,1k,25.400000,-84.734400,180.000000,top
R51,1k,24.700000,-35.150000,90.000000,top
R52,470K,69.850000,-35.560000,135.000000,top
R53,6.8K,68.400000,-67.400000,90.000000,top
R54,470K,68.961000,-36.144200,135.000000,top
R55,6.8K,66.900000,-67.400000,90.000000,top
R56,470K,65.405000,-30.861000,180.000000,top
R57,6.8K,65.400000,-67.400000,90.000000,top
R58,470K,65.659000,-35.814000,0.000000,top
R59,6.8K,63.900000,-67.400000,90.000000,top
R60,10K,68.400000,-70.400000,90.000000,top
R61,10K,66.900000,-70.400000,90.000000,top
R62,10K,65.400000,-70.400000,90.000000,top
R63,10K,63.900000,-70.400000,90.000000,top
R64,6.8K,56.400000,-67.400000,90.000000,top
R65,6.8K,54.900000,-67.400000,90.000000,top
R66,6.8K,53.400000,-67.400000,90.000000,top
R67,6.8K,51.900000,-67.400000,90.000000,top
R68,10K,56.400000,-70.400000,90.000000,top
R69,10K,54.900000,-70.400000,90.000000,top
R70,10K,53.400000,-70.400000,90.000000,top
R71,10K,51.900000,-70.400000,90.000000,top
R72,6.8K,50.400000,-67.400000,90.000000,top
R73,6.8K,48.900000,-67.400000,90.000000,top
R74,6.8K,47.400000,-67.400000,90.000000,top
R75,6.8K,45.900000,-67.400000,90.000000,top
R76,10K,50.400000,-70.400000,90.000000,top
R77,10K,48.900000,-70.400000,90.000000,top
R78,10K,47.400000,-70.400000,90.000000,top
R79,10K,45.900000,-70.400000,90.000000,top
R82,4.7K,77.500000,-79.100000,270.000000,top
R83,4.7K,75.400000,-76.700000,270.000000,top
R84,0R,90.043000,-58.801000,0.000000,top
R85,0R,77.724000,-55.626000,225.000000,top
R86,0R,80.137000,-55.880000,225.000000,top
R120,100,24.658800,-56.300000,270.000000,top
R121,100,26.958800,-56.300000,270.000000,top
R122,100,29.258800,-56.300000,270.000000,top
R123,100,31.558800,-56.300000,270.000000,top
R124,100,33.858800,-56.300000,270.000000,top
R125,100,36.158800,-56.300000,270.000000,top
R131,470K,58.191400,-33.324800,180.000000,top
R139,39k,45.694500,-43.180000,180.000000,top
R141,10K,46.355000,-45.466000,270.000000,top
RN1,1k,35.063000,-95.631000,90,top
RN2,10k,68.326000,-40.132000,180,top
RN3,10k,57.658000,-42.926000,180,top
RN4,10k,64.516000,-40.132000,180,top
RN5,10k,30.200000,-67.950000,180,top
RN6,10k,25.700000,-67.950000,180,top
RN13,10k,50.673000,-43.307000,180,top
SW1,SW_Push,36.728400,-88.442800,0.000000,top
SW2,SW_Push,36.728400,-84.124800,180.000000,top
SW3,SW_Push,36.728400,-83.900000,180.000000,top
SW4,SW_Push,36.728400,-88.700000,0.000000,top
U1,STM32F427VGT6,54.086800,-86.284600,0,top
U2,TLE8888QK,83.500000,-68.403000,270,top
U4,TLE9201SG,38.100000,-48.641000,180.000000,top
U5,LM1117-3.3,27.600000,-95.900000,270,top
U6,W25Q128JVSIQ ,73.914000,-108.839000,90.000000,top
U7,XC6206 3.3V,70.900000,-92.300000,90,top
U8,MCP6004,64.770000,-62.992000,90,top
U9,VNLD5090,80.500000,-50.300000,90.000000,top
U10,VNLD5090,86.100000,-50.300000,90.000000,top
U11,IS25LP256D-xM,74.000000,-109.500000,0.000000,top
U31,MIC4427,26.263600,-62.534800,0,top
U32,MIC4427,31.699200,-62.534800,0,top
U33,MIC4427,37.134800,-62.534800,0,top
U35,MCP6004,54.356000,-62.992000,90,top
U36,MCP6004,60.893960,-55.118000,270,top
U46,MCP6004,49.852580,-55.176420,270,top
X1,8MHz 20pF,53.467000,-98.200000,180.000000,top
Y2,32768 Hz,48.260000,-98.100000,180.000000,top
